run,classname,last,count,delta,lenmean,lensd,lenmax
197,Time,142,162,20,,,
197,Proc,452,453,1,,,
197,Range,175,163,-12,,,
197,Module,412,405,-7,,,
197,Mongrel::Stats,49,64,15,,,
197,NewRelic::TransactionSample::Segment,426,427,1,,,
197,Time,142,155,13,,,
197,Time,142,157,15,,,
197,StringIO,9,21,12,563.571429,2119.605614,9770.000000
197,Module,412,405,-7,,,
197,Mongrel::Stats,49,61,12,,,
197,Mongrel::Stats,49,62,13,,,
197,Set,25,20,-5,62.650000,156.335091,521.000000
197,Range,175,163,-12,,,
197,Set,25,20,-5,62.650000,156.335091,521.000000
197,MatchData,23,26,3,1.807692,0.633671,4.000000
197,YAML::Syck::Scalar,0,14,14,,,
197,Time,142,161,19,,,
197,StringIO,9,18,9,653.777778,2285.842374,9770.000000
197,Set,25,20,-5,62.650000,156.335091,521.000000
197,Thread,10,13,3,,,
197,Mongrel::Stats,49,67,18,,,
197,YAML::Syck::Scalar,0,14,14,,,
197,StringIO,9,18,9,653.777778,2285.842374,9770.000000
198,StringIO,21,18,-3,653.777778,2285.842374,9770.000000
198,Thread,13,11,-2,,,
198,Thread,13,11,-2,,,
201,String,72606,72323,-283,66.951122,119.276377,9770.000000
201,Float,65597,57012,-8585,,,
201,Array,3137,3116,-21,20.698331,41.131354,541.000000
201,Hash,936,923,-13,7.000000,34.472693,521.000000
201,Proc,453,452,-1,,,
201,Time,157,149,-8,,,
201,Mongrel::Stats,62,55,-7,,,
201,MatchData,26,23,-3,1.782609,0.421741,2.000000
202,Float,57012,93368,36356,,,
202,String,72323,71983,-340,66.137296,91.476259,9770.000000
202,Array,3116,2977,-139,21.584145,41.869690,541.000000
202,Hash,923,913,-10,6.904710,34.377814,521.000000
202,Range,175,163,-12,,,
202,Time,149,133,-16,,,
202,Mongrel::Stats,55,38,-17,,,
203,String,71983,71869,-114,66.146962,92.050858,9770.000000
203,Float,93368,51893,-41475,,,
203,Array,2977,2958,-19,21.699121,41.976579,541.000000
203,Hash,913,906,-7,6.674393,33.946805,521.000000
203,Time,133,107,-26,,,
203,Mongrel::Stats,38,14,-24,,,
204,String,71869,53624,-18245,54.978890,60.798117,2308.000000
204,Float,51893,3772,-48121,,,
204,Array,2958,2273,-685,17.945007,42.807577,541.000000
204,Class,1002,979,-23,,,
204,Regexp,916,875,-41,,,
204,Hash,906,578,-328,9.216263,42.247147,521.000000
204,Module,405,398,-7,,,
204,Proc,452,387,-65,,,
204,NewRelic::TransactionSample::Segment,427,233,-194,,,
204,Range,163,158,-5,,,
204,Time,107,89,-18,,,
204,NewRelic::MethodTraceStats,67,34,-33,,,
204,NewRelic::MetricSpec,59,30,-29,,,
204,NewRelic::ScopedMethodTraceStats,59,30,-29,,,
204,NewRelic::TransactionSample,41,23,-18,,,
204,Mongrel::Stats,14,20,6,,,
204,Set,20,18,-2,61.333333,164.950616,521.000000
204,ActiveSupport::Callbacks::CallbackChain,17,15,-2,0.333333,0.723747,2.000000
204,Mutex,13,11,-2,,,
205,String,53624,53666,42,55.010808,60.868305,2308.000000
205,Float,3772,24005,20233,,,
205,Array,2273,2280,7,17.904825,42.749473,541.000000
205,Time,89,91,2,,,
205,Mongrel::Stats,20,21,1,,,
206,String,53666,33070,-20596,41.830481,60.359970,2308.000000
206,Array,2280,1568,-712,13.040179,44.572739,541.000000
206,Class,979,712,-267,,,
206,Regexp,875,624,-251,,,
206,Float,24005,473,-23532,,,
206,Proc,387,298,-89,,,
206,Hash,578,226,-352,10.101770,38.801870,508.000000
206,Module,398,223,-175,,,
206,Range,158,107,-51,,,
206,UnboundMethod,94,93,-1,,,
206,NewRelic::TransactionSample::Segment,233,69,-164,,,
206,Time,91,61,-30,,,
206,YAML::Syck::Scalar,0,14,14,,,
206,NewRelic::ScopedMethodTraceStats,30,13,-17,,,
206,NewRelic::MetricSpec,30,13,-17,,,
206,Bignum,14,11,-3,,,
207,Float,473,427,-46,,,
208,String,33070,38109,5039,47.207484,215.672049,26144.000000
208,Array,1568,1733,165,14.375072,43.783415,541.000000
208,Class,712,757,45,,,
208,Regexp,624,698,74,,,
208,Float,427,415,-12,,,
208,Hash,226,375,149,9.754667,47.796344,521.000000
208,Proc,298,349,51,,,
208,Module,223,260,37,,,
208,Range,107,130,23,,,
208,NewRelic::TransactionSample::Segment,69,103,34,,,
208,Time,61,63,2,,,
208,NewRelic::MetricSpec,13,18,5,,,
208,NewRelic::ScopedMethodTraceStats,13,17,4,,,
208,NewRelic::MethodTraceStats,10,17,7,,,
209,Float,415,1900,1485,,,
210,Float,1900,171386,169486,,,
210,String,38109,109270,71161,77.393603,86.581449,9770.000000
210,Array,1733,4155,2422,27.670277,41.276964,541.000000
210,Hash,375,1744,1369,4.426606,24.612273,521.000000
210,Class,757,1014,257,,,
210,Regexp,698,968,270,,,
210,NewRelic::TransactionSample::Segment,103,864,761,,,
210,Proc,349,465,116,,,
210,Module,260,413,153,,,
210,Range,130,163,33,,,
210,ActiveSupport::TimeZone,0,142,142,,,
210,Time,63,127,64,,,
210,UnboundMethod,93,94,1,,,
210,NewRelic::MethodTraceStats,17,88,71,,,
210,NewRelic::TransactionSample,10,87,77,,,
210,NewRelic::MetricSpec,18,83,65,,,
210,NewRelic::ScopedMethodTraceStats,17,83,66,,,
210,Rational,10,67,57,,,
210,ActionController::Routing::DividerSegment,0,58,58,,,
210,ActionView::ReloadableTemplate,4,39,35,,,
210,ActionController::Routing::StaticSegment,0,32,32,,,
210,Set,9,27,18,51.111111,136.670669,521.000000
210,ActionController::Routing::Route,0,26,26,,,
210,Mongrel::Stats,0,24,24,,,
210,ActionController::Routing::OptionalFormatSegment,0,22,22,,,
210,ActiveRecord::ConnectionAdapters::MysqlColumn,5,20,15,,,
210,NewRelic::NoticedError,3,20,17,,,
210,ActionController::Routing::DynamicSegment,0,19,19,,,
210,ActiveSupport::Callbacks::CallbackChain,6,17,11,0.294118,0.685994,2.000000
210,Mime::Type,0,15,15,,,
210,NewRelic::ApdexStats,3,15,12,,,
210,YAML::Syck::Scalar,0,14,14,,,
210,Bignum,11,14,3,,,
210,Mutex,3,14,11,,,
210,MatchData,10,13,3,1.923077,1.441153,4.000000
210,StringIO,3,12,9,1209.000000,2891.685951,9770.000000
210,File,9,11,2,,,
211,Float,171386,131710,-39676,,,
211,String,109270,110622,1352,77.894768,123.747586,29594.000000
211,Array,4155,4235,80,27.523259,41.077810,541.000000
211,Hash,1744,1760,16,4.510795,24.991639,521.000000
211,NewRelic::TransactionSample::Segment,864,875,11,,,
211,Proc,465,466,1,,,
211,Time,127,128,1,,,
211,NewRelic::TransactionSample,87,88,1,,,
211,NewRelic::MetricSpec,83,87,4,,,
211,NewRelic::ScopedMethodTraceStats,83,87,4,,,
211,YAML::Syck::Scalar,14,48,34,,,
211,ActionView::ReloadableTemplate,39,40,1,,,
211,Set,27,25,-2,55.200000,141.422535,521.000000
211,ActiveRecord::ConnectionAdapters::MysqlColumn,20,15,-5,,,
211,NoMethodError,2,14,12,,,
212,Float,131710,170335,38625,,,
212,String,110622,113249,2627,79.240726,252.980558,36133.000000
212,Array,4235,4434,199,26.931213,40.780077,541.000000
212,Hash,1760,1922,162,4.405827,24.084848,521.000000
212,Class,1014,1018,4,,,
212,Regexp,968,994,26,,,
212,NewRelic::TransactionSample::Segment,875,890,15,,,
212,Proc,466,544,78,,,
212,Module,413,420,7,,,
212,Time,128,138,10,,,
212,NewRelic::MetricSpec,87,91,4,,,
212,NewRelic::MethodTraceStats,88,90,2,,,
212,NewRelic::ScopedMethodTraceStats,87,89,2,,,
212,NewRelic::TransactionSample,88,89,1,,,
212,ActionView::ReloadableTemplate,40,41,1,,,
212,ActiveRecord::ConnectionAdapters::MysqlColumn,15,37,22,,,
212,Set,25,35,10,42.142857,120.746975,521.000000
212,MatchData,8,32,24,1.593750,1.103057,4.000000
212,ActiveSupport::Callbacks::Callback,5,29,24,,,
212,ActiveSupport::Callbacks::CallbackChain,17,27,10,1.074074,1.639088,7.000000
212,Bignum,14,20,6,,,
212,Mongrel::Stats,24,19,-5,,,
212,HashWithIndifferentAccess,10,16,6,1.125000,1.024695,2.000000
212,Mutex,14,15,1,,,
213,Float,170335,170347,12,,,
213,String,113249,112169,-1080,78.445159,173.699108,36133.000000
213,Array,4434,4287,-147,27.679263,41.130354,541.000000
213,Hash,1922,1831,-91,4.559257,24.972283,521.000000
213,Regexp,994,968,-26,,,
213,Proc,544,466,-78,,,
213,Time,138,152,14,,,
213,NewRelic::MetricSpec,91,89,-2,,,
213,Mongrel::Stats,19,47,28,,,
213,Set,35,31,-4,44.903226,128.291947,521.000000
213,ActiveRecord::ConnectionAdapters::MysqlColumn,37,30,-7,,,
213,Bignum,20,17,-3,,,
213,ActiveSupport::Callbacks::CallbackChain,27,17,-10,0.294118,0.685994,2.000000
213,NoMethodError,3,16,13,,,
213,HashWithIndifferentAccess,16,15,-1,1.200000,1.014185,2.000000
213,StringIO,12,15,3,3411.266667,9414.433694,36133.000000
214,Float,170347,147843,-22504,,,
214,String,112169,111751,-418,77.836145,85.778964,9770.000000
214,Array,4287,4261,-26,27.813424,41.172575,541.000000
214,Hash,1831,1786,-45,4.461366,24.798457,521.000000
214,Regexp,968,967,-1,,,
214,Proc,466,465,-1,,,
214,Time,152,155,3,,,
214,Bignum,17,16,-1,,,
214,NoMethodError,16,15,-1,,,
214,Mutex,15,14,-1,,,
214,StringIO,15,12,-3,1209.000000,2891.685951,9770.000000
215,Float,147843,133346,-14497,,,
215,String,111751,117082,5331,79.168480,84.246257,9770.000000
215,Array,4261,4361,100,28.779638,41.728797,541.000000
215,Hash,1786,1805,19,4.542382,24.858736,521.000000
215,Class,1018,1014,-4,,,
215,Float,147843,134732,-13111,,,
215,NewRelic::TransactionSample::Segment,890,939,49,,,
215,String,111751,117240,5489,79.196341,84.188291,9770.000000
215,Proc,465,467,2,,,
215,Array,4261,4388,127,28.647220,41.642590,541.000000
215,Module,420,413,-7,,,
215,Hash,1786,1801,15,4.606885,25.138325,521.000000
215,Time,155,185,30,,,
215,Float,147843,138767,-9076,,,
215,Class,1018,1014,-4,,,
215,NewRelic::MetricSpec,89,90,1,,,
215,String,111751,117441,5690,79.204298,84.116594,9770.000000
215,NewRelic::TransactionSample::Segment,890,939,49,,,
215,NewRelic::ScopedMethodTraceStats,89,90,1,,,
215,Array,4261,4406,145,28.574671,41.580590,541.000000
215,Proc,465,466,1,,,
215,NewRelic::TransactionSample,89,90,1,,,
215,Hash,1786,1801,15,4.664076,25.375138,521.000000
215,Float,147843,159741,11898,,,
215,Module,420,413,-7,,,
215,Mongrel::Stats,47,71,24,,,
215,Class,1018,1014,-4,,,
215,String,111751,117928,6177,79.214911,83.971045,9770.000000
215,Time,155,197,42,,,
215,YAML::Syck::Scalar,0,42,42,,,
215,NewRelic::TransactionSample::Segment,890,939,49,,,
215,Array,4261,4452,191,28.378931,41.426078,541.000000
215,NewRelic::TransactionSample,89,90,1,,,
215,Set,31,25,-6,55.200000,141.422535,521.000000
215,Module,420,413,-7,,,
215,Hash,1786,1801,15,4.679622,25.431828,521.000000
215,NewRelic::ScopedMethodTraceStats,89,90,1,,,
215,StringIO,12,18,6,803.444444,2399.516378,9770.000000
215,Time,155,203,48,,,
215,Class,1018,1014,-4,,,
215,NewRelic::MetricSpec,89,90,1,,,
215,ActiveRecord::ConnectionAdapters::MysqlColumn,30,15,-15,,,
215,Mongrel::Stats,47,94,47,,,
215,NewRelic::TransactionSample::Segment,890,939,49,,,
215,Mongrel::Stats,47,86,39,,,
215,Bignum,16,14,-2,,,
215,NewRelic::TransactionSample,89,90,1,,,
215,Module,420,413,-7,,,
215,Set,31,25,-6,55.200000,141.422535,521.000000
216,NoMethodError,5,19,14,,,
216,Time,185,208,23,,,
216,YAML::Syck::Scalar,42,14,-28,,,
216,YAML::Syck::Scalar,42,14,-28,,,
216,Mongrel::Stats,71,97,26,,,
216,NoMethodError,5,12,7,,,
217,NoMethodError,19,35,16,,,
219,Float,159741,151378,-8363,,,
219,String,117928,116825,-1103,79.202568,84.209768,9770.000000
219,Array,4452,4342,-110,28.880009,41.788198,541.000000
219,Hash,1801,1787,-14,4.431449,24.749725,521.000000
219,Time,208,152,-56,,,
219,Float,159741,137968,-21773,,,
219,Mongrel::Stats,97,42,-55,,,
219,String,117928,116948,-980,79.207520,84.171643,9770.000000
219,StringIO,18,12,-6,1199.000000,2895.859175,9770.000000
219,Array,4452,5232,780,24.325115,39.380492,541.000000
220,Time,152,155,3,,,
220,Mongrel::Stats,42,45,3,,,
221,Float,137968,162871,24903,,,
221,String,116948,117189,241,79.235278,84.215517,9770.000000
221,Array,5232,4383,-849,28.724162,41.711763,541.000000
221,Hash,1787,1791,4,4.640983,25.480896,521.000000
221,Time,155,161,6,,,
221,Mongrel::Stats,45,53,8,,,
221,StringIO,12,15,3,965.533333,2612.070084,9770.000000
221,NoMethodError,7,14,7,,,
222,Float,162871,120663,-42208,,,
222,String,117189,116758,-431,79.230982,84.156511,9770.000000
222,Array,4383,4335,-48,28.928258,41.806233,541.000000
222,Hash,1791,1778,-13,4.514623,25.149727,521.000000
222,Regexp,967,968,1,,,
222,Time,161,137,-24,,,
222,Mongrel::Stats,53,29,-24,,,
223,Float,120663,144729,24066,,,
223,String,116758,116790,32,79.218760,84.183654,9770.000000
223,Array,4335,4348,13,28.880635,41.825167,541.000000
223,Hash,1778,1777,-1,4.402926,24.734212,521.000000
223,Regexp,968,967,-1,,,
223,Time,137,130,-7,,,
223,Mongrel::Stats,29,25,-4,,,
223,StringIO,9,12,3,1209.000000,2891.685951,9770.000000
224,Float,144729,131935,-12794,,,
224,String,116790,125051,8261,78.959361,96.734105,17832.000000
224,Array,4348,4513,165,29.853756,44.380786,570.000000
224,Hash,1777,1889,112,4.420858,24.342851,521.000000
224,Class,1014,1016,2,,,
224,Float,144729,132869,-11860,,,
224,NewRelic::TransactionSample::Segment,939,988,49,,,
224,String,116790,125332,8542,78.883398,82.580483,9770.000000
224,Regexp,967,968,1,,,
224,Float,144729,132893,-11836,,,
224,Array,4348,4533,185,29.778513,44.292341,570.000000
224,Proc,465,470,5,,,
224,String,116790,124337,7547,79.249435,82.604406,9770.000000
224,Hash,1777,1871,94,4.485302,24.614432,521.000000
224,Time,130,183,53,,,
224,Float,144729,136526,-8203,,,
224,Array,4348,4485,137,29.770792,42.968975,570.000000
224,Class,1014,1016,2,,,
224,NewRelic::TransactionSample,90,91,1,,,
224,String,116790,124586,7796,79.276901,82.526703,9770.000000
224,Hash,1777,1860,83,4.523118,24.799530,521.000000
224,NewRelic::TransactionSample::Segment,939,988,49,,,
224,NewRelic::MetricSpec,90,91,1,,,
224,Array,4348,4509,161,29.669550,42.885461,570.000000
224,Class,1014,1015,1,,,
224,Regexp,967,968,1,,,
224,Mongrel::Stats,25,70,45,,,
224,Hash,1777,1860,83,4.532796,24.844010,521.000000
224,NewRelic::TransactionSample::Segment,939,988,49,,,
224,Proc,465,466,1,,,
224,ActiveRecord::ConnectionAdapters::MysqlColumn,15,31,16,,,
224,Class,1014,1015,1,,,
224,Regexp,967,968,1,,,
224,Time,130,195,65,,,
224,Set,25,30,5,47.300000,129.955735,521.000000
224,NewRelic::TransactionSample::Segment,939,988,49,,,
224,Proc,465,466,1,,,
224,NewRelic::TransactionSample,90,91,1,,,
224,StringIO,12,18,6,803.444444,2399.516378,9770.000000
224,Regexp,967,968,1,,,
224,Time,130,197,67,,,
224,Mongrel::Stats,25,82,57,,,
224,MatchData,8,15,7,1.400000,1.055597,4.000000
224,Proc,465,466,1,,,
224,NewRelic::TransactionSample,90,91,1,,,
224,Set,25,28,3,50.035714,134.236519,521.000000
225,Time,183,199,16,,,
225,NewRelic::MetricSpec,91,90,-1,,,
225,ActiveRecord::ConnectionAdapters::MysqlColumn,31,23,-8,,,
225,NewRelic::MetricSpec,91,90,-1,,,
225,Mongrel::Stats,70,84,14,,,
225,NoMethodError,2,15,13,,,
225,Mongrel::Stats,70,87,17,,,
225,Set,30,27,-3,51.111111,136.670669,521.000000
225,MatchData,15,12,-3,1.250000,0.866025,4.000000
225,Set,30,27,-3,51.111111,136.670669,521.000000
225,ActiveRecord::ConnectionAdapters::MysqlColumn,31,23,-8,,,
226,NoMethodError,15,17,2,,,
228,Float,136526,152282,15756,,,
228,String,124586,122587,-1999,80.289460,82.572461,9770.000000
228,Array,4509,4471,-38,29.730485,42.242758,541.000000
228,Float,136526,128802,-7724,,,
228,Hash,1860,1839,-21,4.356716,24.406848,521.000000
228,String,124586,122477,-2109,80.359602,82.576038,9770.000000
228,Class,1015,1014,-1,,,
228,Array,4509,4468,-41,29.747762,42.251612,541.000000
228,Regexp,968,967,-1,,,
228,Hash,1860,1839,-21,4.387167,24.516415,521.000000
228,Proc,466,465,-1,,,
228,Class,1015,1014,-1,,,
228,Time,199,160,-39,,,
228,Regexp,968,967,-1,,,
228,Mongrel::Stats,87,52,-35,,,
228,Proc,466,465,-1,,,
228,Set,27,25,-2,55.200000,141.422535,521.000000
228,Time,199,154,-45,,,
228,ActiveRecord::ConnectionAdapters::MysqlColumn,23,15,-8,,,
228,Mongrel::Stats,87,46,-41,,,
228,StringIO,18,12,-6,1199.000000,2895.859175,9770.000000
228,Set,27,25,-2,55.200000,141.422535,521.000000
230,Float,128802,136084,7282,,,
230,String,122477,122779,302,80.373403,82.601492,9770.000000
230,Array,4468,4496,28,29.617215,42.162159,541.000000
230,Hash,1839,1845,6,4.544715,25.049945,521.000000
230,Time,154,155,1,,,
230,StringIO,12,15,3,965.533333,2612.070084,9770.000000
230,NoMethodError,4,14,10,,,
231,Float,136084,154919,18835,,,
231,String,122779,122410,-369,80.369904,82.538700,9770.000000
231,Array,4496,4469,-27,29.775789,42.304253,541.000000
231,Hash,1845,1831,-14,4.323867,24.401054,521.000000
231,Time,155,133,-22,,,
231,Mongrel::Stats,46,27,-19,,,
232,Float,154919,165883,10964,,,
232,String,122410,122343,-67,80.353956,82.609053,9770.000000
232,Array,4469,4453,-16,29.814732,42.302318,541.000000
232,Hash,1831,1835,4,4.292643,24.258129,521.000000
232,Regexp,967,968,1,,,
232,Time,133,123,-10,,,
232,Mongrel::Stats,27,19,-8,,,
232,YAML::Syck::Scalar,0,14,14,,,
232,StringIO,9,12,3,1209.000000,2891.685951,9770.000000
233,Float,165883,154627,-11256,,,
233,String,122343,128074,5731,81.400401,81.148781,9770.000000
233,Array,4453,4593,140,30.539299,42.686665,541.000000
233,Float,165883,147504,-18379,,,
233,Hash,1835,1904,69,4.368172,24.198480,521.000000
233,String,122343,128553,6210,81.404082,81.013005,9770.000000
233,String,122343,128554,6211,81.403496,81.012963,9770.000000
233,NewRelic::TransactionSample::Segment,988,1037,49,,,
233,Float,165883,125070,-40813,,,
233,Array,4453,4634,181,30.367069,42.550564,541.000000
233,Regexp,968,967,-1,,,
233,Array,4453,4633,180,30.373408,42.552969,541.000000
233,Hash,1835,1904,69,4.393382,24.277217,521.000000
233,Time,123,187,64,,,
233,Hash,1835,1904,69,4.406513,24.311922,521.000000
233,NewRelic::TransactionSample::Segment,988,1037,49,,,
233,NewRelic::TransactionSample,91,92,1,,,
233,NewRelic::TransactionSample::Segment,988,1037,49,,,
233,Float,165883,155020,-10863,,,
233,Regexp,968,967,-1,,,
233,Mongrel::Stats,19,76,57,,,
233,Regexp,968,967,-1,,,
233,String,122343,128463,6120,81.393973,81.037394,9770.000000
233,Time,123,196,73,,,
233,StringIO,12,18,6,803.444444,2399.516378,9770.000000
233,Time,123,197,74,,,
233,Array,4453,4628,175,30.386344,42.573272,541.000000
233,NewRelic::TransactionSample,91,92,1,,,
234,Mongrel::Stats,76,86,10,,,
234,Time,187,202,15,,,
234,Mongrel::Stats,76,85,9,,,
234,NoMethodError,1,15,14,,,
234,Mongrel::Stats,76,92,16,,,
234,NoMethodError,1,15,14,,,
235,NoMethodError,15,13,-2,,,
237,Float,155020,136404,-18616,,,
237,String,128463,128143,-320,81.401372,81.029897,9770.000000
237,Array,4628,4941,313,28.589962,41.837074,541.000000
237,Hash,1904,1897,-7,4.551397,24.973755,521.000000
237,Time,202,170,-32,,,
237,Mongrel::Stats,92,58,-34,,,
237,Float,155020,151331,-3689,,,
237,StringIO,18,12,-6,1199.000000,2895.859175,9770.000000
237,String,128463,127996,-467,81.406052,81.063116,9770.000000
238,Array,4941,4752,-189,29.590699,42.276024,541.000000
238,Hash,1897,1891,-6,4.355896,24.402765,521.000000
238,Time,170,154,-16,,,
238,Mongrel::Stats,58,46,-12,,,
239,Float,151331,148413,-2918,,,
239,String,127996,127916,-80,81.411098,81.041064,9770.000000
239,Array,4752,4574,-178,30.656100,42.735523,541.000000
239,Hash,1891,1883,-8,4.219331,23.953267,521.000000
239,Regexp,967,968,1,,,
239,Time,154,126,-28,,,
239,Mongrel::Stats,46,20,-26,,,
239,YAML::Syck::Scalar,0,14,14,,,
240,Float,148413,142045,-6368,,,
240,String,127916,127988,72,81.413664,81.034078,9770.000000
240,Array,4574,4582,8,30.616979,42.711295,541.000000
240,Hash,1883,1886,3,4.282078,24.158121,521.000000
240,Regexp,968,967,-1,,,
240,Time,126,144,18,,,
240,Mongrel::Stats,20,38,18,,,
240,StringIO,9,12,3,1209.000000,2891.685951,9770.000000
241,Float,142045,138630,-3415,,,
241,String,127988,128054,66,81.406992,81.011635,9770.000000
241,Array,4582,4586,4,30.602704,42.695667,541.000000
241,Hash,1886,1884,-2,4.257431,24.042494,521.000000
241,Time,144,156,12,,,
241,Mongrel::Stats,38,51,13,,,
242,Float,138630,137815,-815,,,
242,String,128054,133900,5846,82.334414,79.646972,9770.000000
242,Array,4586,4726,140,31.297080,43.036706,541.000000
242,Hash,1884,1959,75,4.322103,23.939251,521.000000
242,Float,138630,145944,7314,,,
242,String,128054,133746,5692,82.357170,79.686978,9770.000000
242,NewRelic::TransactionSample::Segment,1037,1086,49,,,
242,String,128054,133776,5722,82.353748,79.688060,9770.000000
242,Float,138630,133476,-5154,,,
242,Time,156,183,27,,,
242,Array,4586,4720,134,31.313347,43.060014,541.000000
242,Array,4586,4717,131,31.368243,43.113755,541.000000
242,NewRelic::TransactionSample,92,93,1,,,
242,Float,138630,139407,777,,,
242,Hash,1884,1956,72,4.363497,24.119572,521.000000
242,Hash,1884,1956,72,4.375256,24.175028,521.000000
242,Mongrel::Stats,51,74,23,,,
242,String,128054,133746,5692,82.357170,79.686978,9770.000000
242,NewRelic::TransactionSample::Segment,1037,1086,49,,,
242,NewRelic::TransactionSample::Segment,1037,1086,49,,,
242,StringIO,12,18,6,803.444444,2399.516378,9770.000000
242,Array,4586,4716,130,31.374682,43.116058,541.000000
242,Time,156,192,36,,,
242,Time,156,196,40,,,
242,YAML::Syck::Scalar,0,14,14,,,
242,Hash,1884,1956,72,4.389571,24.219617,521.000000
242,NewRelic::TransactionSample,92,93,1,,,
242,NewRelic::TransactionSample,92,93,1,,,
243,Time,183,199,16,,,
243,Mongrel::Stats,74,82,8,,,
243,Mongrel::Stats,74,86,12,,,
243,Mongrel::Stats,74,89,15,,,
246,Float,139407,160544,21137,,,
246,String,133746,133671,-75,82.355522,79.623932,9770.000000
246,Array,4716,4710,-6,31.374735,43.083718,541.000000
246,Float,139407,152428,13021,,,
246,Hash,1956,1945,-11,4.255013,23.929353,521.000000
246,String,133746,134039,293,82.368602,79.526986,9770.000000
246,Time,199,159,-40,,,
246,Array,4716,4745,29,31.256691,43.022101,541.000000
246,Mongrel::Stats,89,51,-38,,,
246,Hash,1956,1943,-13,4.277921,24.057560,521.000000
246,YAML::Syck::Scalar,0,14,14,,,
246,Time,199,152,-47,,,
246,StringIO,18,12,-6,1199.000000,2895.859175,9770.000000
246,Mongrel::Stats,89,44,-45,,,
247,NoMethodError,2,14,12,,,
248,Float,152428,144930,-7498,,,
248,String,134039,133574,-465,82.387523,79.649832,9770.000000
248,Array,4745,4698,-47,31.449553,43.113618,541.000000
248,Hash,1943,1935,-8,4.283204,24.147757,521.000000
248,Time,152,147,-5,,,
248,Mongrel::Stats,44,41,-3,,,
249,Float,144930,145673,743,,,
249,String,133574,133665,91,82.365571,79.563270,9770.000000
249,Array,4698,4706,8,31.408202,43.089874,541.000000
249,Hash,1935,1936,1,4.170971,23.713627,521.000000
249,Time,147,130,-17,,,
249,Mongrel::Stats,41,25,-16,,,
249,YAML::Syck::Scalar,0,14,14,,,
250,Float,145673,149555,3882,,,
250,String,133665,133560,-105,82.374311,79.619132,9770.000000
250,Array,4706,4699,-7,31.433284,43.115855,541.000000
250,Hash,1936,1939,3,4.214028,23.862331,521.000000
250,Regexp,967,968,1,,,
250,Time,130,137,7,,,
250,Mongrel::Stats,25,31,6,,,
250,StringIO,9,12,3,1209.000000,2891.685951,9770.000000
251,String,133560,21684,-111876,39.789614,135.614222,10389.000000
251,Array,4699,1062,-3637,12.437853,46.159146,541.000000
251,Regexp,968,483,-485,,,
251,Class,1014,429,-585,,,
251,String,133560,21684,-111876,39.789614,135.614222,10389.000000
251,Float,149555,237,-149318,,,
251,Array,4699,1062,-3637,12.438795,46.158902,541.000000
251,Proc,465,186,-279,,,
251,Regexp,968,483,-485,,,
251,Hash,1939,137,-1802,12.576642,48.597344,508.000000
251,Class,1014,429,-585,,,
251,Module,413,131,-282,,,
251,String,133560,21684,-111876,39.789614,135.614222,10389.000000
251,Float,149555,235,-149320,,,
251,Gem::Version,173,112,-61,,,
251,Float,149555,1476,-148079,,,
251,Proc,465,186,-279,,,
251,Gem::Requirement,168,109,-59,,,
251,String,133560,21684,-111876,39.789614,135.614222,10389.000000
251,Array,4699,1062,-3637,12.438795,46.158902,541.000000
251,Hash,1939,137,-1802,12.839416,48.757388,508.000000
251,Range,163,94,-69,,,
251,Float,149555,1735,-147820,,,
251,Regexp,968,483,-485,,,
251,Module,413,131,-282,,,
251,Gem::Version::Part,168,92,-76,,,
251,Array,4699,1063,-3636,12.428034,46.138499,541.000000
251,Class,1014,429,-585,,,
251,Gem::Version,173,112,-61,,,
251,Gem::Dependency,76,49,-27,,,
251,Regexp,968,483,-485,,,
251,Proc,465,186,-279,,,
251,Gem::Requirement,168,109,-59,,,
251,Time,137,40,-97,,,
251,Class,1014,429,-585,,,
251,Hash,1939,137,-1802,12.861314,48.771554,508.000000
251,Range,163,94,-69,,,
251,UnboundMethod,94,37,-57,,,
251,Proc,465,186,-279,,,
251,Module,413,131,-282,,,
251,Gem::Version::Part,168,92,-76,,,
251,NewRelic::TransactionSample::Segment,1086,35,-1051,,,
251,Hash,1939,137,-1802,12.934307,48.841310,508.000000
251,Gem::Version,173,112,-61,,,
251,Gem::Dependency,76,49,-27,,,
251,Gem::Specification,45,29,-16,,,
251,Module,413,131,-282,,,
251,Gem::Requirement,168,109,-59,,,
251,Time,137,40,-97,,,
251,YAML::Syck::Scalar,0,14,14,,,
251,Gem::Version,173,112,-61,,,
251,Range,163,94,-69,,,
251,UnboundMethod,94,37,-57,,,
251,Bignum,14,11,-3,,,
251,Gem::Requirement,168,109,-59,,,
251,Gem::Version::Part,168,92,-76,,,
251,NewRelic::TransactionSample::Segment,1086,35,-1051,,,
255,String,21684,21786,102,39.992197,135.326706,10389.000000
255,Array,1062,1223,161,11.263287,43.239648,541.000000
255,Float,235,213,-22,,,
255,Proc,186,185,-1,,,
255,Hash,137,140,3,12.728571,48.330672,508.000000
255,Time,40,39,-1,,,
258,Float,213,145477,145264,,,
258,String,21786,139618,117832,83.333703,91.707600,10389.000000
258,Array,1223,5055,3832,30.859941,42.909838,541.000000
258,Hash,140,2034,1894,4.095379,22.996455,521.000000
258,NewRelic::TransactionSample::Segment,35,1135,1100,,,
258,Class,429,1017,588,,,
258,Regexp,483,969,486,,,
258,Proc,185,470,285,,,
258,Module,131,413,282,,,
