run,classname,last,count,delta,lenmean,lensd,lenmax
258,Gem::Version,112,173,61,,,
258,Gem::Requirement,109,168,59,,,
258,Gem::Version::Part,92,168,76,,,
258,Range,94,163,69,,,
258,Time,39,144,105,,,
258,ActiveSupport::TimeZone,0,142,142,,,
258,NewRelic::TransactionSample,2,94,92,,,
258,UnboundMethod,37,94,57,,,
258,NewRelic::MethodTraceStats,7,90,83,,,
258,NewRelic::MetricSpec,9,90,81,,,
258,NewRelic::ScopedMethodTraceStats,9,90,81,,,
258,Gem::Dependency,49,76,27,,,
258,Rational,10,67,57,,,
258,ActionController::Routing::DividerSegment,0,58,58,,,
258,Gem::Specification,29,45,16,,,
258,ActionView::ReloadableTemplate,0,41,41,,,
258,Mongrel::Stats,3,35,32,,,
258,ActionController::Routing::StaticSegment,0,32,32,,,
258,ActiveRecord::ConnectionAdapters::MysqlColumn,0,30,30,,,
258,Set,2,29,27,47.655172,132.331908,521.000000
258,ActionController::Routing::Route,0,26,26,,,
258,ActionController::Routing::OptionalFormatSegment,0,22,22,,,
258,MatchData,2,22,20,1.272727,0.702500,4.000000
258,NewRelic::NoticedError,1,20,19,,,
258,ActionController::Routing::DynamicSegment,0,19,19,,,
258,ActiveSupport::Callbacks::CallbackChain,0,18,18,0.277778,0.669113,2.000000
258,Mime::Type,0,15,15,,,
258,StringIO,3,15,12,965.666667,2612.020883,9770.000000
258,NewRelic::ApdexStats,1,15,14,,,
258,Rails::OrderedOptions,0,14,14,0.428571,0.646206,2.000000
258,Mutex,1,14,13,,,
258,Bignum,11,14,3,,,
258,File,2,11,9,,,
259,String,139618,139488,-130,83.180195,78.227556,9770.000000
259,Float,145477,128925,-16552,,,
259,Array,5055,5026,-29,31.020891,43.023221,541.000000
259,Hash,2034,2021,-13,4.156358,23.408476,521.000000
259,Class,1017,1016,-1,,,
259,Regexp,969,967,-2,,,
259,Proc,470,465,-5,,,
259,Time,144,166,22,,,
259,Mongrel::Stats,35,60,25,,,
259,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
260,String,139488,141555,2067,82.967242,77.954148,9770.000000
260,Float,128925,126392,-2533,,,
260,Array,5026,4944,-82,31.980785,43.563249,541.000000
260,Hash,2021,2056,35,4.321984,24.002948,521.000000
260,NewRelic::TransactionSample::Segment,1135,1150,15,,,
260,Class,1016,1017,1,,,
260,Regexp,967,969,2,,,
260,Proc,465,469,4,,,
260,Module,413,420,7,,,
260,Time,166,155,-11,,,
260,NewRelic::TransactionSample,94,95,1,,,
260,Mongrel::Stats,60,50,-10,,,
260,YAML::Syck::Scalar,0,48,48,,,
260,ActiveRecord::ConnectionAdapters::MysqlColumn,30,22,-8,,,
260,Mutex,14,15,1,,,
260,MatchData,8,15,7,1.666667,1.046536,4.000000
260,HashWithIndifferentAccess,10,11,1,1.272727,1.009050,2.000000
261,Float,126392,169385,42993,,,
261,String,141555,140946,-609,83.356512,77.867019,9770.000000
261,Array,4944,4896,-48,32.128676,43.343969,541.000000
261,Hash,2056,2027,-29,4.080414,23.153932,521.000000
261,Regexp,969,967,-2,,,
261,Proc,469,465,-4,,,
261,Time,155,137,-18,,,
261,Mongrel::Stats,50,32,-18,,,
261,Mutex,15,14,-1,,,
261,YAML::Syck::Scalar,48,14,-34,,,
261,NoMethodError,4,12,8,,,
262,String,140946,140729,-217,83.365504,77.943838,9770.000000
262,Float,169385,133129,-36256,,,
262,Array,4896,5055,159,31.185163,43.037648,541.000000
262,Hash,2027,2029,2,4.127649,23.284578,521.000000
262,Time,137,171,34,,,
262,Mongrel::Stats,32,64,32,,,
262,Set,29,28,-1,49.392857,134.423140,521.000000
263,String,140729,99383,-41346,77.947748,255.132516,38149.000000
263,Float,133129,64357,-68772,,,
263,Array,5055,3641,-1414,27.736885,44.116149,541.000000
263,Hash,2029,1221,-808,5.625717,30.047366,521.000000
263,Class,1017,1003,-14,,,
263,Regexp,967,920,-47,,,
263,NewRelic::TransactionSample::Segment,1150,691,-459,,,
263,Proc,465,455,-10,,,
263,Module,420,405,-15,,,
263,Time,171,140,-31,,,
263,NewRelic::ScopedMethodTraceStats,90,78,-12,,,
263,NewRelic::MetricSpec,90,78,-12,,,
263,NewRelic::MethodTraceStats,90,76,-14,,,
263,NewRelic::TransactionSample,95,52,-43,,,
263,Mongrel::Stats,64,48,-16,,,
263,ActionView::ReloadableTemplate,41,34,-7,,,
263,Bignum,14,26,12,,,
263,Set,28,18,-10,69.611111,163.716088,521.000000
263,Mime::Type,15,14,-1,,,
263,Mutex,14,13,-1,,,
263,StringIO,15,12,-3,4104.333333,11075.487261,38149.000000
263,NewRelic::ApdexStats,15,11,-4,,,
263,NewRelic::NoticedError,20,11,-9,,,
264,String,99383,141855,42472,83.562025,77.647657,9770.000000
264,Float,64357,139615,75258,,,
264,Array,3641,4901,1260,32.409508,43.417299,541.000000
264,Hash,1221,2040,819,4.091176,23.133969,521.000000
264,NewRelic::TransactionSample::Segment,691,1165,474,,,
264,Class,1003,1015,12,,,
264,Regexp,920,967,47,,,
264,Proc,455,465,10,,,
264,Module,405,413,8,,,
264,Time,140,165,25,,,
264,NewRelic::TransactionSample,52,96,44,,,
264,NewRelic::MetricSpec,78,90,12,,,
264,NewRelic::MethodTraceStats,76,90,14,,,
264,NewRelic::ScopedMethodTraceStats,78,90,12,,,
264,Mongrel::Stats,48,60,12,,,
264,ActionController::Routing::DividerSegment,0,58,58,,,
264,ActionView::ReloadableTemplate,34,41,7,,,
264,ActionController::Routing::StaticSegment,0,32,32,,,
264,Set,18,27,9,51.185185,136.642441,521.000000
264,ActionController::Routing::Route,0,26,26,,,
264,ActionController::Routing::OptionalFormatSegment,0,22,22,,,
264,ActiveRecord::ConnectionAdapters::MysqlColumn,0,22,22,,,
264,NewRelic::NoticedError,11,20,9,,,
264,ActionController::Routing::DynamicSegment,0,19,19,,,
264,Mime::Type,14,15,1,,,
264,NewRelic::ApdexStats,11,15,4,,,
264,StringIO,12,15,3,971.666667,2609.911648,9770.000000
264,Bignum,26,14,-12,,,
264,Mutex,13,14,1,,,
265,String,141855,141958,103,83.554171,77.631363,9770.000000
265,Float,139615,124597,-15018,,,
265,Array,4901,4900,-1,32.432449,43.412350,541.000000
265,Hash,2040,2041,1,4.108280,23.268942,521.000000
265,Time,165,152,-13,,,
265,Mongrel::Stats,60,46,-14,,,
265,YAML::Syck::Scalar,0,14,14,,,
266,String,141958,125727,-16231,80.706125,84.914276,9770.000000
266,Float,124597,99425,-25172,,,
266,Array,4900,4505,-395,30.473474,44.179517,541.000000
266,Hash,2041,1795,-246,4.635655,25.525117,521.000000
266,Class,1015,1011,-4,,,
266,NewRelic::TransactionSample::Segment,1165,967,-198,,,
266,String,141958,125717,-16241,80.909463,84.774246,9770.000000
266,Regexp,967,966,-1,,,
266,Float,124597,114917,-9680,,,
266,Proc,465,468,3,,,
266,String,141958,125649,-16309,80.920533,84.801274,9770.000000
266,Array,4900,4499,-401,30.475217,43.976337,541.000000
266,Module,413,418,5,,,
266,Float,124597,102120,-22477,,,
266,Hash,2041,1784,-257,4.694507,25.787219,521.000000
266,Time,152,177,25,,,
266,String,141958,125390,-16568,81.047843,84.828355,9770.000000
266,Array,4900,4492,-408,30.510018,43.999971,541.000000
266,Class,1015,1011,-4,,,
266,NewRelic::ScopedMethodTraceStats,90,83,-7,,,
266,Float,124597,116279,-8318,,,
266,Hash,2041,1784,-257,4.704036,25.817337,521.000000
266,NewRelic::TransactionSample::Segment,1165,967,-198,,,
266,NewRelic::MetricSpec,90,83,-7,,,
266,Array,4900,4477,-423,30.551262,43.959578,541.000000
266,Class,1015,1011,-4,,,
266,Regexp,967,966,-1,,,
266,NewRelic::MethodTraceStats,90,82,-8,,,
266,Hash,2041,1783,-258,4.722378,25.876960,521.000000
266,NewRelic::TransactionSample::Segment,1165,967,-198,,,
266,Proc,465,467,2,,,
266,NewRelic::TransactionSample,96,76,-20,,,
266,Class,1015,1011,-4,,,
266,Regexp,967,966,-1,,,
266,Module,413,418,5,,,
266,Mongrel::Stats,46,72,26,,,
266,NewRelic::TransactionSample::Segment,1165,967,-198,,,
266,Proc,465,467,2,,,
266,Time,152,191,39,,,
266,YAML::Syck::Scalar,14,48,34,,,
266,Regexp,967,965,-2,,,
266,Module,413,418,5,,,
266,Mongrel::Stats,46,84,38,,,
266,ActionView::ReloadableTemplate,41,34,-7,,,
266,Proc,465,467,2,,,
266,Time,152,191,39,,,
266,NewRelic::MetricSpec,90,83,-7,,,
266,Set,27,22,-5,57.500000,149.637896,521.000000
266,Module,413,418,5,,,
266,Mongrel::Stats,46,85,39,,,
266,NewRelic::ScopedMethodTraceStats,90,83,-7,,,
266,StringIO,15,21,6,906.714286,2327.590517,9770.000000
266,Time,152,192,40,,,
266,NewRelic::MetricSpec,90,83,-7,,,
266,NewRelic::MethodTraceStats,90,82,-8,,,
266,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
266,Mongrel::Stats,46,88,42,,,
266,NewRelic::ScopedMethodTraceStats,90,83,-7,,,
266,NewRelic::TransactionSample,96,76,-20,,,
266,MatchData,5,18,13,1.555556,0.511310,2.000000
266,NewRelic::MetricSpec,90,83,-7,,,
266,NewRelic::MethodTraceStats,90,82,-8,,,
266,ActionView::ReloadableTemplate,41,34,-7,,,
266,NewRelic::NoticedError,20,16,-4,,,
266,NewRelic::ScopedMethodTraceStats,90,83,-7,,,
266,NewRelic::TransactionSample,96,76,-20,,,
266,Set,27,22,-5,57.500000,149.637896,521.000000
266,Mutex,14,15,1,,,
266,NewRelic::MethodTraceStats,90,82,-8,,,
266,ActionView::ReloadableTemplate,41,34,-7,,,
266,StringIO,15,21,6,906.714286,2327.590517,9770.000000
266,File,11,14,3,,,
266,NewRelic::TransactionSample,96,76,-20,,,
266,Set,27,22,-5,57.500000,149.637896,521.000000
266,NewRelic::NoticedError,20,16,-4,,,
266,NewRelic::ApdexStats,15,14,-1,,,
266,ActionView::ReloadableTemplate,41,34,-7,,,
266,StringIO,15,21,6,906.714286,2327.590517,9770.000000
266,NoMethodError,4,15,11,,,
266,Mime::Type,15,14,-1,,,
266,Set,27,22,-5,57.500000,149.637896,521.000000
266,NewRelic::NoticedError,20,16,-4,,,
266,Mutex,14,15,1,,,
266,HashWithIndifferentAccess,10,11,1,1.272727,1.009050,2.000000
266,StringIO,15,21,6,906.714286,2327.590517,9770.000000
266,Mutex,14,15,1,,,
266,Mime::Type,15,14,-1,,,
267,NoMethodError,2,14,12,,,
267,NoMethodError,2,14,12,,,
267,File,14,13,-1,,,
267,File,14,12,-2,,,
267,File,14,13,-1,,,
267,MatchData,18,11,-7,1.545455,0.522233,2.000000
268,MatchData,8,11,3,1.727273,0.904534,4.000000
270,String,125649,144264,18615,83.780728,77.434020,9770.000000
270,Float,102120,138547,36427,,,
270,Array,4492,5001,509,32.346531,43.299479,541.000000
270,Hash,1784,2076,292,4.082852,23.079848,521.000000
270,NewRelic::TransactionSample::Segment,967,1183,216,,,
270,String,125649,143790,18141,83.783232,77.535526,9770.000000
270,Class,1011,1014,3,,,
270,Float,102120,140021,37901,,,
270,Regexp,966,968,2,,,
270,Array,4492,5821,1329,28.041058,41.566171,541.000000
270,Module,418,415,-3,,,
270,Hash,1784,2076,292,4.113198,23.197761,521.000000
270,Time,191,166,-25,,,
270,NewRelic::TransactionSample::Segment,967,1183,216,,,
270,YAML::Syck::Scalar,0,122,122,,,
270,Class,1011,1014,3,,,
270,NewRelic::TransactionSample,76,97,21,,,
270,Regexp,966,968,2,,,
270,NewRelic::MetricSpec,83,90,7,,,
270,Module,418,413,-5,,,
270,NewRelic::MethodTraceStats,82,90,8,,,
270,Time,191,163,-28,,,
270,NewRelic::ScopedMethodTraceStats,83,90,7,,,
270,YAML::Syck::Scalar,0,122,122,,,
270,Mongrel::Stats,85,50,-35,,,
270,NewRelic::TransactionSample,76,97,21,,,
270,ActionView::ReloadableTemplate,34,41,7,,,
270,NewRelic::MethodTraceStats,82,90,8,,,
270,Set,22,25,3,55.200000,141.422535,521.000000
270,NewRelic::ScopedMethodTraceStats,83,90,7,,,
270,NewRelic::NoticedError,16,20,4,,,
270,NewRelic::MetricSpec,83,90,7,,,
270,Bignum,14,16,2,,,
270,Mongrel::Stats,85,49,-36,,,
270,ActiveRecord::ConnectionAdapters::MysqlColumn,7,15,8,,,
270,ActionView::ReloadableTemplate,34,41,7,,,
270,NewRelic::ApdexStats,14,15,1,,,
270,Set,22,25,3,55.200000,141.422535,521.000000
270,Mime::Type,14,15,1,,,
270,NewRelic::NoticedError,16,20,4,,,
270,NoMethodError,14,15,1,,,
270,Bignum,14,16,2,,,
270,Mutex,15,14,-1,,,
270,NewRelic::ApdexStats,14,15,1,,,
270,StringIO,21,12,-9,1199.000000,2895.859175,9770.000000
270,ActiveRecord::ConnectionAdapters::MysqlColumn,7,15,8,,,
270,File,13,11,-2,,,
270,Mime::Type,14,15,1,,,
272,String,143790,143595,-195,83.839841,77.267410,9770.000000
272,Float,140021,115830,-24191,,,
272,Array,5821,4949,-872,32.596282,43.444124,541.000000
272,Hash,2076,2067,-9,4.134978,23.414789,521.000000
272,Regexp,968,967,-1,,,
272,Proc,467,465,-2,,,
272,Time,163,141,-22,,,
272,Mongrel::Stats,49,35,-14,,,
272,Bignum,16,14,-2,,,
273,Float,115830,167263,51433,,,
273,String,143595,143893,298,83.823827,77.177284,9770.000000
273,Array,4949,4976,27,32.469453,43.368259,541.000000
273,Hash,2067,2064,-3,4.000484,22.875170,521.000000
273,Regexp,967,968,1,,,
273,Time,141,153,12,,,
273,Mongrel::Stats,35,47,12,,,
273,YAML::Syck::Scalar,0,14,14,,,
273,NoMethodError,3,12,9,,,
274,String,143893,143609,-284,83.840825,77.266432,9770.000000
274,Float,167263,133398,-33865,,,
274,Array,4976,4955,-21,32.559233,43.430475,541.000000
274,Hash,2064,2063,-1,4.041687,23.038116,521.000000
274,Regexp,968,967,-1,,,
274,Time,153,157,4,,,
274,Mongrel::Stats,47,51,4,,,
275,String,143609,95168,-48441,75.219307,80.186112,9770.000000
275,Float,133398,33762,-99636,,,
275,Array,4955,3532,-1423,27.114949,44.035487,541.000000
275,Hash,2063,1167,-896,5.832905,30.817373,521.000000
275,Class,1014,1002,-12,,,
275,Regexp,967,917,-50,,,
275,NewRelic::TransactionSample::Segment,1183,650,-533,,,
275,Proc,465,452,-13,,,
275,Module,413,405,-8,,,
275,Time,157,138,-19,,,
275,NewRelic::MethodTraceStats,90,71,-19,,,
275,NewRelic::MetricSpec,90,71,-19,,,
275,NewRelic::ScopedMethodTraceStats,90,71,-19,,,
275,NewRelic::TransactionSample,97,48,-49,,,
275,Mongrel::Stats,51,47,-4,,,
275,ActionView::ReloadableTemplate,41,34,-7,,,
275,Set,25,18,-7,69.611111,163.716088,521.000000
275,Mime::Type,15,14,-1,,,
275,Mutex,14,13,-1,,,
275,NewRelic::NoticedError,20,11,-9,,,
276,String,95168,77277,-17891,69.232152,62.895782,3689.000000
276,Float,33762,18752,-15010,,,
276,Array,3532,3002,-530,23.977682,44.119055,541.000000
276,Class,1002,987,-15,,,
276,String,95168,77267,-17901,69.253562,62.911640,3689.000000
276,Hash,1167,892,-275,6.647982,34.080210,521.000000
276,Float,33762,28169,-5593,,,
276,Regexp,917,890,-27,,,
276,Array,3532,3009,-523,23.972748,44.135602,541.000000
276,NewRelic::TransactionSample::Segment,650,462,-188,,,
276,Class,1002,987,-15,,,
276,Proc,452,448,-4,,,
276,Regexp,917,890,-27,,,
276,Module,405,400,-5,,,
276,String,95168,77336,-17832,69.233035,62.862108,3689.000000
276,Hash,1167,890,-277,6.725843,34.298057,521.000000
276,Time,138,122,-16,,,
276,Float,33762,45930,12168,,,
276,String,95168,77325,-17843,69.236612,62.858479,3689.000000
276,NewRelic::TransactionSample::Segment,650,462,-188,,,
276,NewRelic::MethodTraceStats,71,52,-19,,,
276,Array,3532,3157,-375,22.961989,43.333811,541.000000
276,Float,33762,29684,-4078,,,
276,Proc,452,448,-4,,,
276,NewRelic::MetricSpec,71,46,-25,,,
276,Class,1002,987,-15,,,
276,Array,3532,3154,-378,22.981928,43.349596,541.000000
276,Module,405,400,-5,,,
276,NewRelic::ScopedMethodTraceStats,71,46,-25,,,
276,Regexp,917,890,-27,,,
276,Class,1002,987,-15,,,
276,Time,138,126,-12,,,
276,Mongrel::Stats,47,40,-7,,,
276,Hash,1167,889,-278,6.769404,34.391325,521.000000
276,Regexp,917,889,-28,,,
276,NewRelic::MethodTraceStats,71,52,-19,,,
276,NewRelic::TransactionSample,48,34,-14,,,
276,NewRelic::TransactionSample::Segment,650,462,-188,,,
276,Hash,1167,889,-278,6.793026,34.444366,521.000000
276,NewRelic::ScopedMethodTraceStats,71,46,-25,,,
276,ActionView::ReloadableTemplate,34,30,-4,,,
276,Proc,452,448,-4,,,
276,NewRelic::TransactionSample::Segment,650,462,-188,,,
276,NewRelic::MetricSpec,71,46,-25,,,
276,Set,18,17,-1,67.705882,168.548867,521.000000
276,Module,405,400,-5,,,
276,Proc,452,448,-4,,,
276,Mongrel::Stats,47,45,-2,,,
276,YAML::Syck::Scalar,0,14,14,,,
276,Time,138,131,-7,,,
276,Module,405,400,-5,,,
276,NewRelic::TransactionSample,48,34,-14,,,
276,StringIO,9,12,3,12.333333,18.217541,37.000000
276,NewRelic::MethodTraceStats,71,52,-19,,,
276,Time,138,132,-6,,,
276,ActionView::ReloadableTemplate,34,30,-4,,,
276,Mutex,13,11,-2,,,
276,Mongrel::Stats,47,49,2,,,
276,Mongrel::Stats,47,53,6,,,
276,ActiveSupport::Callbacks::CallbackChain,17,18,1,0.277778,0.669113,2.000000
280,String,77267,147000,69733,84.261952,76.535578,9770.000000
280,Float,28169,142620,114451,,,
280,Array,3009,5182,2173,32.088576,43.134140,541.000000
280,String,77267,146949,69682,84.263935,76.547570,9770.000000
280,Hash,890,2111,1221,4.055424,23.000088,521.000000
280,Float,28169,139580,111411,,,
280,NewRelic::TransactionSample::Segment,462,1219,757,,,
280,Array,3009,5176,2167,32.116113,43.150104,541.000000
280,Class,987,1015,28,,,
280,Hash,890,2111,1221,4.060161,23.022813,521.000000
280,Regexp,890,968,78,,,
280,NewRelic::TransactionSample::Segment,462,1219,757,,,
280,Proc,448,465,17,,,
280,Class,987,1015,28,,,
280,Module,400,413,13,,,
280,Regexp,890,968,78,,,
280,Time,126,156,30,,,
280,Proc,448,465,17,,,
280,NewRelic::TransactionSample,34,99,65,,,
280,Module,400,413,13,,,
280,NewRelic::MethodTraceStats,52,90,38,,,
280,Time,126,154,28,,,
280,NewRelic::MetricSpec,46,90,44,,,
280,NewRelic::TransactionSample,34,99,65,,,
280,NewRelic::ScopedMethodTraceStats,46,90,44,,,
280,NewRelic::MetricSpec,46,90,44,,,
280,ActionController::Routing::DividerSegment,0,58,58,,,
280,NewRelic::MethodTraceStats,52,90,38,,,
280,Mongrel::Stats,45,48,3,,,
280,NewRelic::ScopedMethodTraceStats,46,90,44,,,
280,ActionView::ReloadableTemplate,30,41,11,,,
280,ActionController::Routing::DividerSegment,0,58,58,,,
280,ActionController::Routing::StaticSegment,0,32,32,,,
280,Mongrel::Stats,45,47,2,,,
280,ActionController::Routing::Route,0,26,26,,,
280,ActionView::ReloadableTemplate,30,41,11,,,
280,Set,17,25,8,55.200000,141.422535,521.000000
280,ActionController::Routing::StaticSegment,0,32,32,,,
280,ActionController::Routing::OptionalFormatSegment,0,22,22,,,
280,ActionController::Routing::Route,0,26,26,,,
280,NewRelic::NoticedError,7,20,13,,,
280,Set,17,25,8,55.200000,141.422535,521.000000
280,ActionController::Routing::DynamicSegment,0,19,19,,,
280,ActionController::Routing::OptionalFormatSegment,0,22,22,,,
280,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
280,NewRelic::NoticedError,7,20,13,,,
280,Mime::Type,14,15,1,,,
280,ActionController::Routing::DynamicSegment,0,19,19,,,
280,NewRelic::ApdexStats,7,15,8,,,
280,ActiveSupport::Callbacks::CallbackChain,18,17,-1,0.294118,0.685994,2.000000
280,ActiveRecord::ConnectionAdapters::MysqlColumn,0,15,15,,,
280,NewRelic::ApdexStats,7,15,8,,,
280,Mutex,11,14,3,,,
280,ActiveRecord::ConnectionAdapters::MysqlColumn,0,15,15,,,
282,String,146949,146932,-17,84.271370,76.493353,9770.000000
282,Float,139580,127520,-12060,,,
282,Array,5176,5038,-138,32.947201,43.440781,541.000000
282,Hash,2111,2103,-8,3.970518,22.775517,521.000000
282,Class,1015,1014,-1,,,
282,Regexp,968,967,-1,,,
282,Time,154,130,-24,,,
282,Mongrel::Stats,47,25,-22,,,
283,String,146932,147026,94,84.258594,76.479805,9770.000000
283,Float,127520,128896,1376,,,
283,Array,5038,5040,2,32.946429,43.431560,541.000000
283,Hash,2103,2106,3,4.000950,22.858960,521.000000
283,Time,130,154,24,,,
283,Mongrel::Stats,25,48,23,,,
283,StringIO,9,12,3,1209.000000,2891.685951,9770.000000
284,String,147026,111926,-35100,79.035934,88.009191,9770.000000
284,Float,128896,49621,-79275,,,
284,Array,5040,4046,-994,29.240732,43.737354,541.000000
284,Hash,2106,1538,-568,4.728869,26.568897,521.000000
284,Class,1014,1008,-6,,,
284,Regexp,967,961,-6,,,
284,NewRelic::TransactionSample::Segment,1219,831,-388,,,
284,Proc,465,464,-1,,,
284,Module,413,408,-5,,,
284,Time,154,143,-11,,,
284,NewRelic::MetricSpec,90,80,-10,,,
284,NewRelic::ScopedMethodTraceStats,90,80,-10,,,
284,NewRelic::MethodTraceStats,90,77,-13,,,
284,NewRelic::TransactionSample,99,63,-36,,,
284,ActionController::Routing::DividerSegment,58,53,-5,,,
284,Mongrel::Stats,48,46,-2,,,
284,ActionView::ReloadableTemplate,41,34,-7,,,
284,ActionController::Routing::StaticSegment,32,30,-2,,,
284,ActionController::Routing::Route,26,24,-2,,,
284,ActionController::Routing::OptionalFormatSegment,22,21,-1,,,
284,Set,25,20,-5,63.150000,156.137010,521.000000
284,ActionController::Routing::DynamicSegment,19,17,-2,,,
284,NewRelic::NoticedError,20,14,-6,,,
284,Mime::Type,15,14,-1,,,
284,Mutex,14,13,-1,,,
284,NewRelic::ApdexStats,15,11,-4,,,
285,String,111926,148486,36560,84.485709,76.181769,9770.000000
285,Float,49621,130735,81114,,,
285,Array,4046,5074,1028,33.148404,43.509418,541.000000
285,Hash,1538,2112,574,3.950758,22.716122,521.000000
285,NewRelic::TransactionSample::Segment,831,1235,404,,,
285,Class,1008,1014,6,,,
285,Regexp,961,967,6,,,
285,Proc,464,465,1,,,
285,Module,408,413,5,,,
285,Time,143,128,-15,,,
285,NewRelic::TransactionSample,63,100,37,,,
285,NewRelic::MethodTraceStats,77,90,13,,,
285,NewRelic::ScopedMethodTraceStats,80,90,10,,,
285,NewRelic::MetricSpec,80,90,10,,,
285,ActionController::Routing::DividerSegment,53,58,5,,,
285,ActionView::ReloadableTemplate,34,41,7,,,
285,ActionController::Routing::StaticSegment,30,32,2,,,
285,ActionController::Routing::Route,24,26,2,,,
285,Set,20,25,5,55.200000,141.422535,521.000000
285,Mongrel::Stats,46,23,-23,,,
285,ActionController::Routing::OptionalFormatSegment,21,22,1,,,
285,NewRelic::NoticedError,14,20,6,,,
